price,temperature,load
2.777,2.3999999999999986,2.3849325175195633
2.893,2.6000000000000014,2.3446254155309423
3.208,3.0,2.264919990021893
3.99,3.0,2.237631012774037
3.493,2.8999999999999986,2.2751393728918607
3.181,2.6999999999999993,2.3212231965678307
3.114,2.6000000000000014,2.341001168525623
3.106,2.8000000000000007,2.305176959749209
3.099,2.5,2.3597437098410627
3.1,2.1000000000000014,2.4344338915522763
3.101,1.5,2.5507648955060787
3.198,1.8999999999999986,2.4722546351374204
3.207,1.8999999999999986,2.4722207759302375
3.119,1.3999999999999986,2.5707470673863235
3.102,1.1999999999999993,2.6113917762505707
3.054,1.0,2.650949391707402
2.981,0.8999999999999986,2.6701479901155474
2.955,1.0,2.6493721859153045
2.915,0.8999999999999986,2.669327628555577
2.808,0.6999999999999993,2.6779463240541155
2.438,0.6999999999999993,2.631720590473958
2.278,0.6999999999999993,2.6624338428343344
2.205,0.6000000000000014,2.6907010335179726
2.21,0.10000000000000142,2.771239647421068
2.36,-0.6000000000000014,2.703977404678483
2.588,-0.6000000000000014,2.693634203003603
2.89,0.0,2.8070610024123748
3.024,-0.1999999999999993,2.8099849313488283
3.06,-0.10000000000000142,2.825567778469965
3.029,-0.3999999999999986,2.7916743590970556
3.03,-1.1999999999999993,2.720711512191894
3.026,-1.8000000000000007,2.6535992885553443
3.028,-1.8000000000000007,2.6536401956116484
3.027,-1.6999999999999993,2.664646935702088
2.96,-1.6000000000000014,2.6745377638372614
2.993,-1.8000000000000007,2.652990022722181
3.176,-2.1999999999999993,2.611815609876704
3.09,-2.6999999999999993,2.5551594820525096
3.026,-3.1000000000000014,2.510768783102793
2.913,-3.1999999999999993,2.499779007347624
2.86,-2.5,2.5751167347693955
2.791,-2.3999999999999986,2.586030941286684
2.627,-2.1000000000000014,2.588291631506376
2.429,-1.6999999999999993,2.6034799465359
2.217,-1.8000000000000007,2.6364973917284797
1.807,-2.0,2.6931500531698895
1.738,-2.1000000000000014,2.697268405288725
1.743,-2.6000000000000014,2.6648388915624985
2.349,-2.3999999999999986,2.5743320005887056
2.498,-2.5,2.539378726566767
2.97,-2.8999999999999986,2.532553110031881
3.07,-3.3000000000000007,2.4887122279264093
3.301,-3.3999999999999986,2.4508603281109367
3.606,-3.1999999999999993,2.382391065698098
3.555,-2.8999999999999986,2.252729506038557
3.498,-2.3999999999999986,2.023867498578296
3.491,-2.1999999999999993,1.9144390305535623
3.163,-2.1000000000000014,2.008417146933981
3.391,-2.1000000000000014,1.9505730426982972
3.688,-2.1999999999999993,1.808101627344178
3.721,-2.0,1.7884703958685306
3.607,-2.1999999999999993,1.8425212189948703
3.608,-1.8000000000000007,1.8351267592254399
2.988,-1.8000000000000007,2.068378475481231
2.95,-1.6000000000000014,2.1252620641458306
2.943,-1.3000000000000007,2.154421854302104
2.921,-1.3000000000000007,2.183077336571882
2.883,-1.1999999999999993,2.2189381737451144
2.915,-0.8999999999999986,2.2494917115261464
2.901,-0.3999999999999986,2.2946093751026133
2.909,-0.1999999999999993,2.3510913355683853
2.909,0.3000000000000007,2.5252325587045976
2.925,0.8999999999999986,2.6694505590272213
3.064,2.0,2.453966981020161
3.412,2.3000000000000007,2.3922988721789356
4.115,2.1999999999999993,2.403310602064077
4.441,2.3999999999999986,2.3585989137307455
4.439,2.3999999999999986,2.3586136225793206
4.405,2.3999999999999986,2.358863205637367
4.402,2.0,2.4463248635658323
4.111,2.1000000000000014,2.4250374016040235
4.105,2.0,2.4471368498741977
4.097,2.0,2.4471583819150324
4.103,1.8999999999999986,2.468710666375852
4.379,1.8000000000000007,2.4905303045093787
4.755,1.8999999999999986,2.4676364224600214
4.409,1.8999999999999986,2.468215518012592
3.479,2.0,2.4512764120320365
3.138,1.8999999999999986,2.472478270836634
3.112,1.6999999999999993,2.5114100476500667
3.078,1.6000000000000014,2.5312283273774083
2.992,1.3999999999999986,2.5695945847752633
2.982,1.0,2.6496687665461844
2.898,1.1999999999999993,2.609077820045839
2.864,1.3000000000000007,2.588689879682135
2.85,1.1999999999999993,2.608707205818159
2.861,1.1999999999999993,2.6087915314459864
2.874,1.1999999999999993,2.608891652008168
2.949,1.1999999999999993,2.6094792553769532
2.977,1.3000000000000007,2.5894125453849757
3.059,1.3999999999999986,2.570182207704753
3.101,1.5,2.5507648955060787
3.16,1.6000000000000014,2.531573370434748
3.159,1.6999999999999993,2.511482281766299
3.114,1.8000000000000007,2.4918137727606133
3.096,1.1999999999999993,2.6113022296405335
3.097,1.1999999999999993,2.611317144076211
3.147,1.3000000000000007,2.5913378252049557
3.39,1.3000000000000007,2.594430085797889
3.535,1.3000000000000007,2.5963770628587914
3.447,1.0,2.659313537166318
3.198,0.6000000000000014,2.738765429603311
3.157,0.6999999999999993,2.7158343517986245
3.066,0.5,2.7517023918880534
3.025,0.1999999999999993,2.7945289890051583
2.955,0.10000000000000142,2.8003003456906264
2.902,-0.3000000000000007,2.779945319177999
2.854,-0.5,2.7528783558482637
2.733,-0.6999999999999993,2.7128997708779963
2.709,-0.8999999999999986,2.691017942222885
2.733,-1.1999999999999993,2.6703808516187624
2.87,-1.3999999999999986,2.6792374897876887
2.909,-1.6000000000000014,2.671768291491417
2.933,-1.6999999999999993,2.6632497822008245
3.055,-1.6999999999999993,2.665263596030462
3.194,-1.6999999999999993,2.6683945534917304
3.206,-1.5,2.6913107117206794
3.215,-1.5,2.6915465389014157
3.195,-1.6999999999999993,2.6684175082332073
3.17,-1.8999999999999986,2.6453685503663684
3.15,-2.3999999999999986,2.589087228159762
3.17,-2.8000000000000007,2.544564948086114
3.282,-3.5,2.4655882052024727
3.702,-3.6999999999999993,2.356107889972467
3.484,-4.199999999999999,2.0417424496727756
3.275,-4.900000000000002,1.9676375658514174
3.218,-5.0,1.995710021236214
3.194,-5.5,2.0045410497939797
3.172,-6.0,2.014297049409639
3.111,-6.599999999999998,2.0378713204145638
3.101,-6.699999999999999,2.0397543942134195
3.093,-6.199999999999999,2.0395181480856777
3.09,-6.100000000000001,2.040004018177756
3.093,-5.399999999999999,2.035088872073094
3.134,-4.899999999999999,2.0187046493101612
3.395,-4.599999999999998,1.9225970636764516
5.593,-3.6999999999999993,0.9466704826671991
6.004,-3.200000000000001,1.8809843084995372
5.99,-3.0,0.9483366117067917
5.628,-2.8000000000000007,1.8290098893327695
6.006,-2.1999999999999993,0.9493279404594556
5.814,-1.9000000000000004,1.7281967126191657
5.704,-2.0,1.0447402911018946
6.061,-2.0999999999999996,1.635527619447793
6.103,-2.3999999999999986,1.168498782879013
5.871,-2.5,1.5281038559859172
8.738,-2.6999999999999993,1.3799881039152944
11.712,-3.0,1.816325590984716
8.284,-3.1000000000000014,1.111278907973924
5.64,-3.0,1.6487948177271643
3.98,-3.3000000000000007,1.6805423084284643
3.396,-3.1000000000000014,1.9418096093462918
3.201,-3.1999999999999993,1.994307931993734
3.111,-3.1999999999999993,2.030408327938239
3.101,-3.6999999999999993,2.035742999583395
3.061,-4.099999999999998,2.044435405155883
3.065,-4.400000000000002,2.040697941422061
3.068,-4.5,2.038644794977098
3.112,-5.0,2.02652376324675
3.267,-5.5,1.975452205535317
3.834,-5.699999999999999,1.7413889641438767
4.824,-6.0,1.3349988550745755
4.931,-6.1,1.715132225130521
4.225,-5.300000000000001,1.5565871458063247
4.175,-4.6,1.6089077158541396
3.826,-4.300000000000001,1.7687773402097022
3.828,-3.5,1.750006680758053
3.829,-3.0,1.747990393283243
3.839,-1.8000000000000007,1.7357964100540175
4.343,-0.5,1.4350064358190655
3.897,-0.5,1.7212094311921518
3.836,-0.3000000000000007,1.7306871096654826
3.835,-0.3000000000000007,1.7303762389235955
3.135,-0.10000000000000142,2.018738825582387
3.076,0.10000000000000142,2.0965762273779243
3.056,0.1999999999999993,2.154521939224489
3.008,0.3000000000000007,2.2179290536486107
2.971,0.5,2.2839097025773616
2.901,0.6999999999999993,2.4120333699511196
2.858,0.8999999999999986,2.6602282488085724
2.845,1.1000000000000014,2.6282339106924315
2.854,1.1000000000000014,2.6283153335275746
2.913,1.1999999999999993,2.609195060189771
3.201,1.1999999999999993,2.612890377724701
3.819,1.1000000000000014,2.645454244712094
4.667,0.8999999999999986,2.70342336887472
4.268,1.0,2.6751784945168406
3.746,1.1999999999999993,2.621919993364346
3.496,1.3000000000000007,2.595845543630447
3.435,1.5,2.5531384774653096
3.425,1.6999999999999993,2.5119089722606565
3.215,1.8000000000000007,2.491701559695077
3.212,2.0,2.4530422275365504
3.307,1.8999999999999986,2.471838925702947
3.253,1.8000000000000007,2.491658540338773
3.195,1.8000000000000007,2.491724023715763
3.295,1.6999999999999993,2.5116965479636177
2.982,1.8999999999999986,2.473014766701465
2.931,2.1000000000000014,2.4356232196031633
2.927,2.1000000000000014,2.4356417221944424
2.908,2.1000000000000014,2.4357292163923927
2.724,2.1000000000000014,2.436544233910318
2.589,2.0,2.460468945934651
2.73,1.6999999999999993,2.5110301430947923
2.714,1.6000000000000014,2.5302930248607973
2.742,1.6000000000000014,2.5303502189511247
2.835,1.6000000000000014,2.530544589050886
2.911,1.6000000000000014,2.530708648338573
3.264,1.6000000000000014,2.532022109621544
3.425,1.6999999999999993,2.5119089722606565
3.2,1.8000000000000007,2.491718419120281
3.128,1.8000000000000007,2.491798399988127
3.052,1.6999999999999993,2.511319144037519
2.982,1.5,2.5500223451645208
2.965,1.3000000000000007,2.5893342763487786
2.957,1.5,2.54993146605815
2.953,1.6999999999999993,2.511203120316147
3.042,1.8999999999999986,2.4728286847448744
3.139,1.8999999999999986,2.4724745731210476
3.064,2.1000000000000014,2.4347481426544397
3.012,1.8999999999999986,2.472936366405729
2.953,2.1999999999999993,2.4168594717087006
2.887,2.3000000000000007,2.398996034903324
2.879,2.6000000000000014,2.3447811430156866
2.874,2.3000000000000007,2.3990892045327588
2.841,1.8000000000000007,2.492028021264221
2.723,1.3000000000000007,2.5878311821911337
2.726,0.6000000000000014,2.678154007726812
2.711,0.0,2.7741568654060487
2.734,-0.5,2.7310457579269554
2.79,-0.6999999999999993,2.7233839258465538
2.853,-0.8999999999999986,2.7170850606821975
3.668,-1.3000000000000007,2.7285018827761505
3.843,-1.1000000000000014,2.7597452024761053
3.786,-0.8999999999999986,2.7828408153333912
3.692,-0.6000000000000014,2.8169348023436145
3.392,0.0,2.8793874331030063
3.331,0.1999999999999993,2.8316284280020314
3.417,0.3000000000000007,2.8129809590955372
3.393,0.1999999999999993,2.834162919471219
3.387,0.3999999999999986,2.79000239214151
4.404,0.5,2.7970154031552323
3.849,0.5,2.7846243150886765
3.847,0.5,2.784544055012633
3.622,0.5,2.7758095143879027
2.89,0.8000000000000007,2.6788048752712545
2.836,0.6999999999999993,2.682851197741076
2.828,0.10000000000000142,2.7781591203103297
2.811,-0.3999999999999986,2.75444836044532
2.769,-0.8000000000000007,2.7107680610816565
2.764,-1.3000000000000007,2.6678936148018866
2.715,-1.6999999999999993,2.6309231913735114
2.69,-1.8000000000000007,2.619596998306355
2.693,-1.8999999999999986,2.6135623776515624
2.722,-1.6999999999999993,2.6322081994895887
2.774,-2.0,2.621781938306875
2.777,-1.8999999999999986,2.62881977152067
2.824,-1.6999999999999993,2.6504312490115725
2.88,-1.3999999999999986,2.6809385291565753
2.917,-0.8999999999999986,2.728058927239686
2.952,-0.3000000000000007,2.7884714751718773
2.951,0.3999999999999986,2.7496203401284367
2.929,0.6000000000000014,2.7138256891238273
2.909,0.6000000000000014,2.710476400963621
2.906,-0.10000000000000142,2.7999564236263375
2.951,-0.6000000000000014,2.760387691621747
2.99,-1.0,2.7314950845910486
3.094,-1.5,2.6884238175610613
3.036,-1.6000000000000014,2.6758971354008563
2.982,-1.6999999999999993,2.6638377654414453
2.931,-1.6999999999999993,2.6632260233672493
2.897,-0.5,2.7603739095463062
2.854,0.1999999999999993,2.765607280707485
2.813,0.6999999999999993,2.678827393248468
2.857,1.6000000000000014,2.530591586467502
2.808,1.0,2.6389683076601993
2.778,0.8999999999999986,2.6462481103498856
2.771,0.8999999999999986,2.644997721061291
2.775,0.8000000000000007,2.6588175164140324
2.802,1.0,2.637915011470863
2.805,0.8999999999999986,2.651029925631369
2.844,0.8999999999999986,2.6578225767658967
2.875,1.1000000000000014,2.628506425002417
2.929,1.8000000000000007,2.491978254059389
2.96,2.6000000000000014,2.343868226850243
2.959,3.1999999999999993,2.2824150090284654
2.953,3.1999999999999993,2.2838725243738804
2.952,3.0,2.296688015213808
2.952,2.6999999999999993,2.326142015151109
2.962,2.3999999999999986,2.380400098825623
2.998,2.1000000000000014,2.435308945728486
3.07,1.6000000000000014,2.531195067976719
3.053,1.0,2.650929228960444
2.995,0.6999999999999993,2.7093835950828007
2.965,0.3000000000000007,2.7680144269987967
2.953,0.0,2.81791818045836
2.904,-0.3999999999999986,2.770860451452453
2.805,-0.3999999999999986,2.753361721182967
2.816,-0.3000000000000007,2.764739481407854
2.692,-0.10000000000000142,2.76068519979652
2.635,-0.1999999999999993,2.7398642160695554
2.713,-0.3000000000000007,2.7456033502590493
2.844,-0.3999999999999986,2.760364255207003
3.163,-0.3000000000000007,2.821991201082844
3.848,-0.10000000000000142,2.8883314251990964
4.832,0.10000000000000142,2.9027830326179362
4.447,0.1999999999999993,2.870084233146176
4.199,0.3999999999999986,2.8181985157620564
3.845,0.3000000000000007,2.8309481549628703
3.846,1.0,2.668810158760624
3.842,0.8000000000000007,2.7152883330840396
3.841,0.8000000000000007,2.715256062773077
3.992,0.8999999999999986,2.6962533239526922
4.507,0.8000000000000007,2.726386359825643
4.505,0.8999999999999986,2.7016957869583655
3.991,1.1000000000000014,2.6492682774916023
3.844,1.3000000000000007,2.600806296472195
2.991,1.1999999999999993,2.6098159387745867
2.955,0.3000000000000007,2.766350009232434
2.935,-0.10000000000000142,2.8049443743983224
2.885,-0.10000000000000142,2.796295793007122
2.845,0.10000000000000142,2.781210211581997
2.904,0.1999999999999993,2.7743397037128417
2.893,-0.1999999999999993,2.7879630629196357
2.893,0.10000000000000142,2.7896784117936764
2.903,-0.1999999999999993,2.7896994378065196
2.953,0.3999999999999986,2.7499530126004434
2.971,0.1999999999999993,2.7856818823014087
4.37,0.3000000000000007,2.8446473277716033
6.105,0.1999999999999993,2.8758979365875796
4.92,0.0,2.930203703232136
4.887,-0.3999999999999986,2.8738668978284423
4.802,-1.1000000000000014,2.777235748929388
4.593,-1.1999999999999993,2.7609112008762993
4.092,-1.3000000000000007,2.7412969815582904
4.048,-1.6000000000000014,2.7023854504051426
4.696,-2.1999999999999993,2.6304750845869345
6.106,-2.6999999999999993,2.5652258639872203
6.892,-3.3999999999999986,2.4737510989236804
7.442,-4.099999999999998,2.3154123964591125
6.495,-4.699999999999999,1.7951719585900328
3.399,-5.300000000000001,1.9445270068660245
3.034,-6.099999999999998,2.0668211820793507
2.991,-6.599999999999998,2.0730244410107237
2.908,-6.600000000000001,2.096984703759216
2.858,-6.300000000000001,2.107767657393739
2.884,-5.899999999999999,2.097151221525392
2.847,-5.800000000000001,2.1082906133098067
2.818,-5.699999999999999,2.1151095411874454
2.819,-5.600000000000001,2.115781235492857
2.882,-4.899999999999999,2.108762279713509
3.052,-3.8000000000000007,2.072508641798407
3.909,-3.3999999999999986,1.7195280270495454
4.554,-3.3000000000000007,1.2980303018403396
3.903,-3.1999999999999993,1.7642526480886755
3.728,-3.1999999999999993,1.7962159555237494
3.766,-3.1000000000000014,1.7750253773005187
3.39,-3.0,1.9367585819815727
3.408,-2.8999999999999986,1.9155831681004776
3.199,-2.6000000000000014,1.9941472351706206
3.142,-2.3000000000000007,2.0335389332501164
3.582,-2.0,1.8836060312812402
3.553,-2.1999999999999993,1.857331410698288
3.37,-2.1999999999999993,1.9335770616250172
3.678,-2.0,1.8109754774910665
2.989,-1.6999999999999993,2.069377464867083
2.919,-1.3000000000000007,2.13847837210251
2.893,-1.0,2.18947754916897
2.822,-0.5,2.2644443175435662
2.737,0.0,2.3592315981728196
2.61,0.0,2.5142081224432293
2.552,0.8999999999999986,2.6035984031317394
2.532,1.0,2.587134246145456
2.537,1.1999999999999993,2.5648761302660246
2.746,1.6999999999999993,2.511042070145343
2.835,2.3000000000000007,2.3993659221049586
3.008,2.5,2.361436919212854
3.902,2.6999999999999993,2.3017584652375147
3.219,2.6999999999999993,2.320293231729442
3.186,2.8000000000000007,2.303049412311868
3.225,3.0,2.2643888297677877
3.292,3.3000000000000007,2.205979406626103
3.16,3.3999999999999986,2.207504455542659
3.292,3.3999999999999986,2.187355611585395
3.689,3.3000000000000007,2.190487716429797
4.424,3.3000000000000007,2.1698004643017628
4.823,3.1999999999999993,2.1838033190967625
4.826,3.1000000000000014,2.2045208578976303
4.429,3.1000000000000014,2.210703304305529
3.101,3.1000000000000014,2.2496861460260655
2.996,2.6000000000000014,2.343453044327184
2.981,2.1999999999999993,2.4166897176113
2.921,2.1000000000000014,2.435669421970563
2.883,1.8000000000000007,2.49200447997149
2.852,2.0,2.4548376667099405
2.813,1.8999999999999986,2.473336780872484
2.807,1.6000000000000014,2.530485344115149
2.83,1.1999999999999993,2.608554798792427
2.869,1.1000000000000014,2.628451668867641
2.958,1.0,2.649404983276001
3.459,1.0,2.659583539176668
4.509,0.5,2.7986677028312936
4.626,0.6000000000000014,2.7759563600809933
4.504,2.1000000000000014,2.4235047176793394
4.459,3.3999999999999986,2.148769942583101
4.098,4.199999999999999,2.0006362367929094
3.787,4.699999999999999,1.9264697173387733
3.325,4.400000000000002,2.0742770223769105
3.298,2.8999999999999986,2.14462210889128
4.131,2.5,2.235086947445461
3.786,1.6999999999999993,2.3828255326979284
3.696,1.0,2.6651101013684704
3.783,0.1999999999999993,2.851151687773547
3.108,-0.10000000000000142,2.833116414284175
3.007,-0.3999999999999986,2.788112647616946
2.988,0.3999999999999986,2.755717265154445
2.953,0.10000000000000142,2.799963202484145
2.889,0.3000000000000007,2.7551385666657877
2.884,-0.10000000000000142,2.796120451996829
2.847,-0.1999999999999993,2.779855775916948
2.825,0.5,2.7116752664330894
2.814,-0.10000000000000142,2.783612591738541
2.818,0.1999999999999993,2.7591757231114515
2.842,0.5,2.7146691941283114
2.867,0.8000000000000007,2.6749014364038035
2.891,1.0,2.648681637420749
2.935,1.1000000000000014,2.6290610742956266
2.971,1.3000000000000007,2.5893733645911166
2.989,1.5,2.550047952134484
2.989,1.6000000000000014,2.5308821441143903
2.987,1.6000000000000014,2.530877628784027
2.975,1.6999999999999993,2.5112210082878588
2.965,1.6999999999999993,2.5112128582239888
2.989,1.5,2.550047952134484
3.063,1.8999999999999986,2.4727527963060196
3.149,2.0,2.4534403757930736
3.097,1.8000000000000007,2.4918323623997845
3.018,1.6000000000000014,2.5309805968503407
2.975,1.5,2.549996808802822
2.955,1.1999999999999993,2.6095270124784204
2.908,1.3000000000000007,2.588967492052603
2.872,1.1999999999999993,2.6088762160581926
2.882,1.1000000000000014,2.6285704683635167
2.822,1.1000000000000014,2.628027107743894
2.787,1.1000000000000014,2.62323608028158
2.772,1.1999999999999993,2.608119362779795
2.768,1.3000000000000007,2.5881002490580736
2.779,1.3999999999999986,2.568551165811313
